mu,sigma
1.85999,0.381257
2.21992,1.28206
1.25499,0.306959
2.10735,0.439459
3.50346,0.897107
1.62687,0.233113
0.871983,1.68917
1.70175,0.910253
0.879165,1.55427
1.63268,0.533676
1.06732,0.533286
2.1504,1.34736
1.15936,0.658314
2.1127,2.05433
3.20084,1.39886
2.114,0.621377
0.936846,0.423111
1.33746,0.43865
1.57183,0.306047
2.67021,1.39274
1.06088,0.423204
1.17713,0.639181
1.31433,1.59261
1.66371,0.464888
2.19056,0.985391
0.843103,1.62575
-0.985696,1.55147
1.20904,0.378856
1.78379,0.504784
0.847738,1.79137
1.2446,0.268858
0.68721,2.95287
2.28185,1.98614
0.154446,2.2123
1.20721,0.36027
2.12999,0.865764
2.59563,2.09499
0.657251,0.259748
1.19214,0.553308
3.59253,2.17399
1.10742,0.803331
-2.74039,2.54833
1.7563,0.494693
4.73182,1.66464
1.31615,0.503171
1.48525,0.460784
1.30073,0.705934
2.23459,0.965376
4.07775,2.11427
0.855766,1.33898
0.988094,0.301448
3.54208,1.423
1.13325,0.256523
-0.107278,0.78473
1.46851,0.439894
1.62424,1.19222
1.26485,1.28787
1.2402,1.00516
0.679048,0.775051
1.4756,0.876525
1.2137,0.887291
1.247,0.512317
1.24633,0.423657
1.75562,0.303791
0.927673,0.620964
0.699033,0.845765
1.51746,0.300472
1.21428,0.447827
0.991833,1.17495
1.27166,1.49322
1.24413,1.02374
0.100833,0.861427
1.14055,0.704081
1.9858,0.442871
2.40504,0.494021
1.50639,0.126282
1.33582,0.109123
1.56665,0.135459
1.56665,0.135459
1.56665,0.135459
1.30625,0.177225
4.12722,1.16175
1.46963,1.08437
2.45234,0.656156
1.27716,0.220788
1.47344,0.517248
1.51564,0.220893
2.12909,0.610594
2.86596,1.16562
1.13901,0.417478
-0.119861,1.68773
0.949528,1.11695
0.742686,0.50875
0.0651314,1.16309
2.52879,1.97893
0.500477,0.893045
1.94858,0.544321
1.97428,1.06419
0.748963,1.03007
1.4804,0.160571
2.20907,0.348525
0.315155,1.35064
1.6264,0.858952
0.890412,1.56028
1.55341,1.09904
1.92671,0.610157
2.37692,1.96179
0.24623,1.10939
3.61709,1.66617
1.59632,0.255283
1.9996,0.651245
1.9028,0.393143
2.6679,1.24023
1.3619,0.35703
2.0356,0.629557
1.96383,0.994464
1.19951,1.12236
2.43242,1.06811
0.966713,0.482154
1.55475,0.281486
1.37307,0.121459
1.33632,0.153678
1.06487,0.201326
2.14567,0.877293
0.787514,1.1967
1.57873,0.474222
0.407638,0.747173
1.36041,2.39576
2.01539,0.535065
-0.282492,0.945867
1.40238,1.25862
1.2216,0.772882
1.2749,0.389958
1.64696,0.72802
2.90467,0.987062
1.79201,0.501452
2.65718,1.10106
2.53668,1.37272
1.57356,0.149357
0.772815,0.686833
0.706139,0.305189
0.997427,0.990421
0.772723,1.58649
-0.0607505,2.34433
1.2414,0.396148
1.31969,0.221845
1.09504,0.398282
1.82628,1.04713
2.25016,1.24703
2.28419,0.880822
0.745913,0.347064
1.67647,0.384456
1.1628,2.19824
0.77911,0.910129
-0.548082,1.13795
1.52743,0.479031
2.38232,0.917134
0.271126,0.909545
2.38104,1.10525
0.918593,0.39539
0.9926,2.6417
1.68217,0.663373
1.51966,0.841459
1.04362,0.760639
0.882062,1.94864
1.92169,0.367105
2.43372,0.553566
-0.830829,2.80107
0.733349,1.24896
-0.569822,1.40593
-0.6254,1.86083
1.01598,0.990823
0.58724,0.454703
0.503795,1.00607
1.26414,0.709461
2.13295,0.362978
1.82269,0.456913
1.06037,0.41302
0.344369,2.20227
1.51706,0.20042
1.7866,0.481395
1.26753,1.08071
2.02389,0.705279
1.32497,0.53782
0.738254,0.40259
1.93598,0.205535
1.93518,0.757115
2.43559,1.32704
1.76433,0.343605
1.26321,0.513462
1.27223,1.25577
1.08111,0.350939
1.36867,0.514734
-0.863308,1.05823
0.0707164,1.43536
1.73274,0.407277
1.09072,1.30476
-1.39029,1.88044
0.466375,0.445793
1.10947,0.274279
1.47926,0.324788
1.43555,0.495867
2.67771,2.49245
1.50673,1.21952
0.717933,0.52771
0.444337,1.09412
2.09756,1.92303
1.64104,0.575552
2.32944,0.385563
1.56689,0.331805
2.33066,1.1307
0.172714,2.06944
-0.592555,0.922276
1.23412,2.15432
0.622089,0.756895
1.09507,0.53054
1.17131,0.353714
1.50569,0.341046
1.88133,1.24722
0.76344,1.24157
2.80362,1.18043
1.223,0.259287
1.47436,0.616239
1.99345,0.791769
1.45793,0.251207
1.51242,0.733539
-0.0384242,1.39921
1.00916,0.204972
1.55244,0.537549
1.926,0.898901
1.57517,0.427195
1.54446,0.517403
1.39394,0.263628
1.13743,0.651845
0.656298,1.67895
-0.58203,1.71206
0.338656,1.00589
1.97789,0.826136
4.62375,2.27064
0.580456,1.94132
-3.48636,2.56442
1.36983,0.349276
1.1498,0.146615
1.4083,0.545257
1.08962,1.23588
1.80101,1.90338
1.39663,0.0977506
1.01706,0.173303
0.343482,0.753177
1.65579,0.72056
1.47368,0.213113
1.75268,0.203275
1.73452,1.59776
1.30615,1.62119
1.45183,0.382107
2.06597,0.985937
0.551253,0.452813
1.16074,1.17275
1.50186,0.279035
0.958212,0.613037
0.652177,0.555247
3.6578,1.41796
1.1894,0.239839
-0.226628,1.24576
-1.16154,1.18298
1.06208,0.603399
0.822877,1.64731
2.50843,1.0917
1.52151,1.48562
1.00755,0.484514
0.451583,1.81806
1.75187,0.244361
1.14003,0.199913
1.84227,0.555929
0.283378,0.988303
0.678717,1.70755
0.406865,0.971117
2.32116,0.535011
0.304755,1.47852
0.402781,0.824074
1.52019,0.149539
1.25578,0.239632
1.25036,0.8823
1.09137,0.560161
-0.961044,1.77119
1.69424,0.247126
1.34291,0.423715
1.73601,1.27639
1.46045,0.386454
2.23552,1.18357
0.959497,0.967905
2.78052,1.0965
1.73089,1.98395
2.37497,1.52097
3.11315,1.29132
0.68462,0.786331
4.90688,1.42213
-0.0828175,0.578093
-1.43562,1.42908
1.15349,0.331908
0.933094,1.1748
1.48472,0.183598
1.38632,1.37292
1.42686,2.04884
1.48662,0.338129
1.97393,1.10251
-0.0429896,1.76714
1.47833,0.448455
1.65802,0.284902
1.45667,0.765616
2.36968,0.959194
2.14121,1.11899
3.18969,1.38277
1.40604,1.11541
1.10255,2.25401
-0.118154,0.666398
1.23426,0.273345
0.699965,0.690201
0.604383,2.54273
2.04485,0.766246
0.458262,0.988848
1.44541,1.13607
1.06546,0.232921
1.68023,0.404578
1.39165,0.403006
1.88309,0.99426
0.415025,0.409931
0.642387,1.03135
-1.2942,1.12326
0.987511,1.40374
1.7061,0.489855
2.26773,0.702177
2.35366,0.874705
1.53023,0.449052
1.84965,0.486062
1.40467,1.02106
-0.58866,1.13039
2.00536,0.562907
0.433445,1.3407
2.36936,0.866414
1.91481,1.32316
1.75145,0.723657
1.21195,0.251961
1.73497,0.6258
-0.31965,0.850058
1.75737,0.559625
1.4527,0.734743
1.94323,0.705741
1.76915,0.331569
1.51954,0.654577
1.27635,0.21258
0.750145,1.56524
0.653202,1.36757
2.37308,0.821398
1.70818,0.309047
1.42877,0.432513
3.01111,1.95892
-1.07236,1.96093
1.9793,0.571742
1.08743,0.312799
2.15257,0.965081
1.94181,0.640738
1.83151,1.10741
1.19587,0.582383
-0.0867167,1.69484
1.12434,0.496446
1.45015,0.330248
1.51906,0.145446
1.49014,0.681645
0.991458,0.411832
1.54465,0.516523
1.52401,0.159612
1.34758,0.0986032
1.53836,0.125253
1.43643,0.10434
1.43643,0.10434
1.45552,0.538705
2.66455,3.20553
1.15207,0.517788
1.54004,0.196464
1.85025,1.11142
3.08982,1.05831
1.49539,0.851381
1.30913,0.482369
1.83429,0.171792
1.56947,0.280012
0.834216,1.21839
1.12011,0.367432
1.42199,0.323266
2.9181,0.745033
0.93603,0.314655
1.20654,0.504192
1.72365,0.273397
1.254,0.209688
-0.115717,1.18141
1.91217,1.29539
1.14185,0.42377
1.737,0.322973
-0.186911,1.13214
-2.05999,1.42109
2.92295,0.93195
3.03775,0.618455
1.67534,1.5586
1.04248,0.63782
1.3225,0.372471
1.37243,0.875939
1.37887,0.222076
1.37841,0.323392
1.35022,0.284051
3.38923,0.93123
2.6439,1.13746
3.29555,1.037
2.50384,0.909374
1.15915,0.448254
1.34385,0.564677
0.72683,0.937959
2.09353,0.81136
1.41951,0.335695
1.32419,0.145175
1.45362,0.118043
1.42155,0.0810164
1.3532,0.104279
1.3532,0.104279
1.38688,0.844313
2.326,0.6439
-0.0462688,1.45608
1.25579,0.402332
1.2314,1.05625
2.38318,0.426675
-1.37376,1.90392
2.00185,1.26463
1.1939,0.168179
0.61755,1.44407
2.22677,1.21047
1.20823,1.11414
1.05871,0.738444
1.5419,0.717087
1.40637,0.144917
1.35077,0.119764
1.32339,0.137746
1.42875,0.0863488
1.4092,0.08513
1.3413,0.108087
1.3413,0.108087
1.43815,0.0925534
1.48831,0.112426
1.48831,0.112426
1.46739,0.0883028
1.46739,0.0883028
1.46739,0.0883028
1.41305,0.0957128
1.40021,0.0916005
1.68103,0.211039
1.58147,0.515479
1.86714,0.522727
1.47447,0.318653
1.25278,0.276608
0.204894,1.31706
1.44981,0.457998
1.27115,0.571268
0.0441663,1.40359
3.43998,1.26713
0.986667,0.755443
1.6322,0.456057
1.55327,0.684849
1.55198,0.17424
1.56308,0.201749
1.94009,0.531329
2.65753,1.08167
1.38048,0.289982
0.36008,1.81465
-1.31959,1.23402
1.25907,0.488956
1.81503,0.401318
1.38053,1.40839
1.14922,1.09471
2.81806,1.33215
3.303,1.10476
2.09831,0.430758
-0.824962,1.87901
1.554,0.841238
1.75883,0.552751
1.12473,0.344904
1.58869,0.872278
1.58909,0.517569
1.44189,0.150346
2.07055,0.78468
0.0669448,0.773399
1.93875,1.4471
2.15757,1.4607
1.24198,0.296222
0.90987,0.635039
-0.314473,1.54308
1.46014,0.457357
1.40706,1.01274
0.933086,0.770941
0.311445,1.28053
1.34255,1.89569
1.38798,0.60774
1.4691,0.203126
1.40966,0.235435
0.559529,0.919195
3.02214,0.835707
-0.184587,0.878477
1.73121,0.63535
2.26038,1.82244
2.13606,1.69664
1.89686,0.452668
0.846156,0.703567
0.491377,1.3592
1.40952,0.185517
1.32706,0.174557
0.50084,0.535777
0.0664592,1.70317
0.676514,0.876096
0.389371,1.16642
1.24035,0.618413
1.42468,0.279906
1.83696,0.518438
1.03128,1.75085
1.67548,0.596729
1.35833,1.63038
2.43655,1.0095
1.41909,0.159915
1.51217,0.140204
1.46147,0.115432
1.40606,0.0870539
1.40606,0.0870539
1.46506,0.0981649
1.46506,0.0981649
1.4833,1.236
0.865463,0.341536
1.46532,0.559715
0.472599,1.29409
2.18765,0.528105
0.991072,0.566369
1.31289,0.316522
1.93233,1.79502
1.45845,0.286845
1.27193,0.3269
1.12274,0.269882
1.27417,0.65902
0.313702,1.10306
1.99691,1.05607
-1.36653,2.02766
3.16353,2.72407
3.3798,0.933499
1.13456,0.507879
1.23774,0.164113
1.27905,0.401513
0.772152,0.892869
1.51448,0.230393
1.74673,1.08048
1.01434,1.07376
1.83362,1.59932
0.968136,0.416505
1.60932,1.30186
1.09627,1.30275
3.02131,2.37162
1.71361,0.485991
-0.179658,1.26772
1.70213,0.270073
1.80267,1.39419
0.673209,1.08856
1.19627,0.194453
1.53589,0.118989
1.18408,1.55117
1.34243,0.259986
0.0756735,1.4538
1.33168,0.236396
0.728447,1.49013
1.0791,1.04282
1.79927,0.554168
1.39355,0.259384
1.35826,0.506723
2.06343,0.440161
1.64618,0.708186
1.30743,0.413113
2.24562,0.77539
1.29404,1.20009
0.429803,1.30585
0.921058,1.58832
3.00876,2.01643
1.60953,0.14219
1.60953,0.14219
1.45771,0.135226
1.28057,0.336578
1.64012,1.00541
0.777133,1.11476
1.67192,0.463935
1.27833,1.7382
1.83907,0.360249
1.66315,0.977953
1.26338,0.64419
0.533167,1.58923
1.7494,0.215541
2.61638,1.3919
1.36537,0.206742
0.637501,1.61584
3.6483,1.11663
0.823164,0.406222
4.58125,1.32278
0.727306,0.69548
1.54496,0.223644
1.49164,0.393362
1.52263,0.801491
2.22017,0.922908
1.42211,0.569818
-0.0690728,0.822566
1.39287,0.518427
-1.18394,1.17304
2.44846,1.99867
0.931294,0.899151
1.28607,0.330871
-1.35731,1.52201
0.994145,0.768764
1.29448,1.19391
3.15241,1.71049
3.13265,1.24455
0.73164,1.62193
-0.338019,1.65254
0.141957,0.936938
0.16344,0.974093
1.28671,0.502726
3.02686,1.56097
-0.522188,2.85979
2.4266,0.508739
2.11838,0.510608
1.21418,0.566941
1.34887,1.07518
1.38021,0.753446
0.668177,0.793481
1.38592,0.232103
1.05538,2.03716
1.27954,1.04007
1.52039,0.741331
2.3156,0.609725
-0.104981,1.02772
1.59725,0.336695
2.41247,1.7355
1.54419,0.332965
1.84105,1.10594
1.8317,0.423118
1.38709,0.445439
0.734055,1.87349
1.9347,0.5663
3.18912,1.60189
0.644569,0.407029
1.40982,0.274944
1.04945,0.659568
2.13093,0.654577
1.30328,0.574791
1.18327,1.00533
1.37185,1.04651
1.16338,1.23743
2.86045,2.2805
1.62847,0.352906
1.35933,0.955742
1.44909,0.58003
0.549932,1.17445
3.54245,1.16923
0.508067,0.808047
1.8105,0.308326
0.324615,0.752188
0.967667,1.32147
0.797918,0.659563
0.75792,0.855148
2.85752,2.56668
0.0328622,2.8066
2.15516,1.25366
1.36214,0.489111
1.13324,0.33589
0.449551,1.79679
1.99861,0.703577
1.48333,0.249607
0.176411,2.46469
1.51154,1.27669
1.83911,1.24016
1.99341,0.797174
1.76159,0.241616
0.675277,0.463089
4.23771,1.07318
1.53925,0.227683
1.5782,1.01437
0.0375605,1.01744
0.943224,0.395817
1.2105,0.798393
1.27986,0.389574
2.2595,2.06585
2.64749,0.516642
2.7516,1.11659
1.00695,0.92165
1.42373,0.779811
0.962575,0.878367
1.14065,0.307764
1.39842,1.14957
1.51347,1.19382
0.708571,0.757311
1.33105,0.188964
-0.470744,1.50658
1.27351,0.426148
0.690407,1.25766
1.16735,0.615298
1.64231,0.396431
1.99857,1.38958
2.04528,0.628928
1.33929,0.41291
1.54589,0.504754
1.32846,0.506631
1.26456,0.382549
1.85149,1.49104
1.88981,0.523772
0.0348281,0.726018
2.14903,0.383996
1.71706,0.214116
2.15677,1.31537
3.04709,1.22191
1.01591,1.04393
0.739508,0.762326
1.73065,0.588559
1.83063,0.651571
1.41907,1.57178
1.39832,1.02784
2.92243,0.814193
1.16522,0.418986
1.90576,0.633613
1.44456,1.00928
1.49384,0.277915
1.58083,0.431554
1.14216,0.322925
1.29883,1.01121
1.85961,0.352432
1.46496,0.487556
1.26175,0.323713
1.41586,0.986128
-0.33551,0.957125
2.03513,0.414281
1.2032,0.598081
3.00837,1.63027
6.97258,2.16367
2.86433,1.45691
0.845912,0.452698
1.59508,1.29621
1.03285,0.240524
1.52928,1.01689
-2.44404,2.0215
1.3436,0.558309
1.71723,0.306133
0.807638,1.03908
0.985856,0.856036
0.989124,0.611877
0.441091,1.61583
1.26735,0.561865
3.03184,1.17598
1.08546,0.209862
1.30548,0.153461
1.52023,0.192016
1.72569,1.27532
3.42689,1.70667
0.726546,0.756308
1.61906,0.376792
1.67862,0.18111
0.775703,0.585686
0.556073,0.930033
1.3221,0.523803
0.662859,0.790248
0.703825,1.92908
3.11092,1.53178
2.70483,1.68131
1.31582,0.448277
1.89284,0.545639
1.57885,0.4435
1.1496,0.205766
2.61662,0.674793
1.15007,1.13868
2.6407,0.912791
-0.862141,1.15852
3.93608,1.56698
3.31633,1.17681
1.00329,0.232293
1.00568,1.68216
2.58609,1.58628
1.7274,1.6168
2.25449,1.01972
1.21935,0.262164
0.752976,0.688239
1.41855,0.488021
-0.011157,1.44303
1.33898,0.189633
1.37717,0.146761
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.37435,0.0695542
1.3949,0.0727588
1.46518,0.115474
1.46518,0.115474
1.40237,0.110809
1.21712,0.14748
1.25963,1.51219
2.2905,0.60902
1.60345,0.918107
3.8878,1.56477
-2.04841,2.547
-3.87181,1.70722
-0.908285,2.03922
2.6696,0.579844
1.34484,0.12527
1.28358,0.339018
1.4152,0.215185
0.37656,0.978763
0.43768,0.986976
1.97766,0.280702
1.32552,0.162224
1.34773,0.288106
1.14902,1.30874
1.68681,0.630522
1.24067,0.282663
1.65037,0.467669
1.57288,1.00227
1.97978,1.14934
2.74775,1.05488
1.7194,1.024
1.49831,0.181951
1.22009,0.614079
2.41837,2.14831
1.58769,1.68465
1.32632,0.572377
-0.950997,1.55775
0.335842,1.21839
1.67919,1.84032
2.11757,0.508943
2.60989,2.36567
0.848105,0.681762
1.07497,0.257244
1.50844,0.394565
0.671488,1.50559
1.06792,0.959716
2.30055,0.70685
2.24839,0.785586
1.34836,0.29244
1.60738,0.502082
1.62677,0.261015
1.4917,0.437645
2.06127,0.586144
-1.60703,2.02216
2.80973,2.04857
1.41936,0.3875
0.801564,0.80658
1.94559,0.639246
1.23448,1.36409
1.69811,0.901687
1.50049,1.03804
0.0590222,1.23944
3.3501,1.5864
1.7326,0.30107
0.701256,0.849691
-0.916945,1.58276
0.366846,0.834049
1.03379,0.945346
1.2425,1.09129
1.46094,0.664172
2.58288,0.522892
1.96788,0.500632
1.44454,0.338438
1.34386,2.28769
1.54477,0.452582
1.11257,0.563755
1.11593,1.17711
0.261685,1.2461
2.03131,0.492839
2.04578,0.549856
2.38562,1.06693
1.34002,0.201532
0.584634,0.615086
0.496628,2.79317
-0.0519042,1.19001
0.685238,1.10817
1.32153,0.47657
2.03402,1.49733
3.12152,1.41295
3.585,1.56178
0.948833,0.706071
2.60748,0.678207
0.299068,1.48399
1.02551,0.578964
-0.573055,1.12244
1.8368,0.31983
1.53387,0.376746
0.921468,1.4764
1.14508,0.365348
1.40351,0.198955
0.40509,1.76209
2.87559,2.46108
1.89079,0.526747
0.917405,1.03254
1.96183,0.418032
-1.41246,2.02536
1.83158,1.32951
2.91875,2.18944
1.91883,1.3496
1.4481,0.364414
1.15553,0.773014
1.15788,1.50922
1.45237,0.338407
2.37525,1.16917
3.62727,1.49819
1.87638,0.441625
1.34695,0.554658
1.05187,0.522362
1.8531,0.440513
0.24213,1.00442
2.10381,0.743068
0.959191,0.547237
1.36059,0.626076
1.51669,0.566261
2.09595,0.509861
0.206375,0.682181
0.487569,1.03245
0.836199,1.07242
0.332997,0.882867
0.988175,2.74393
0.232464,1.42927
3.80273,1.21274
-0.220579,1.22189
1.5844,0.28704
1.46838,0.611714
1.0679,0.262359
1.41231,0.763768
1.29875,0.139792
1.54212,0.154001
1.13099,0.300237
1.41254,0.158743
0.727933,1.09308
1.47423,1.10425
0.280876,0.490856
0.304048,1.22626
1.89388,0.538495
1.39666,1.26927
0.506773,1.36837
1.02404,0.247426
0.788149,0.59826
1.40194,0.451921
0.796927,0.39812
1.62435,0.371334
1.19625,0.910715
0.987884,0.691499
0.870847,1.24687
0.820481,0.445164
1.6068,0.444252
2.12807,1.50911
1.48409,0.238237
1.51525,1.43222
-0.41153,1.4947
1.51139,0.55484
0.577009,0.966564
1.7833,1.00308
2.32483,0.902624
1.98104,0.850483
1.29621,0.324337
1.90801,0.868815
0.7044,0.599239
1.03405,0.371611
-0.564941,1.3587
0.0723115,0.960644
-0.0128788,1.20835
1.91455,0.747824
2.49438,1.50534
1.05632,0.702073
1.08989,0.517529
1.14385,0.286792
2.60987,1.45271
1.85513,0.45071
1.47809,0.63804
0.905439,0.601261
1.74285,0.749681
1.56168,0.632787
1.29782,0.851908
1.02253,0.50547
2.11713,0.905739
0.224151,1.22615
0.535951,0.471786
1.89493,0.595116
1.46366,2.02643
-4.69925,2.4141
1.50172,0.565088
-0.828931,1.14353
0.457136,0.933599
1.10248,1.46806
1.2261,0.379658
1.24406,0.188863
1.6522,0.498734
2.57382,0.898706
1.42912,0.186226
1.7262,0.884271
1.31565,0.586553
1.42279,1.54522
1.43928,0.156317
1.43928,0.156317
2.71526,1.40847
0.80862,0.780896
1.9193,1.04098
1.07839,1.04598
0.789758,0.657021
1.87488,0.97985
1.50759,0.272293
1.16437,0.976605
-0.657118,1.13377
1.5628,0.205426
0.0900924,0.844796
1.71085,0.520149
1.26599,0.399296
1.55688,0.454554
1.64066,0.31813
1.59584,0.304296
4.89786,2.26651
2.27539,1.50073
2.85122,0.67349
1.43898,0.141764
1.43898,0.141764
0.509466,1.0459
1.8188,0.353302
1.74235,0.723231
0.809168,0.356273
4.98621,2.46111
3.14347,2.70023
1.24056,1.83809
-0.686871,0.798657
0.735997,1.23311
0.957863,0.552344
0.973566,0.331181
1.44024,0.180657
1.68346,0.401318
2.46268,0.723077
1.85467,0.880875
1.846,0.834121
1.30059,0.482997
4.14417,1.8311
2.2173,0.624286
0.901067,1.0905
0.204923,1.62412
1.98934,0.364355
2.8568,1.52852
0.737001,0.44637
1.3963,0.410907
0.829872,0.732835
0.703534,2.02899
0.778676,0.691361
0.751695,0.484576
1.49947,1.0903
1.33684,0.366155
1.3335,0.19328
1.97606,0.394295
1.87337,1.03144
3.15672,0.717696
2.52146,1.49511
0.778725,0.557309
0.794449,0.673027
0.922035,0.732677
2.5633,1.34928
2.28208,1.85512
1.0129,0.384847
2.51205,1.73106
1.60774,0.337315
1.41735,0.196964
1.15664,0.199123
1.06162,0.214107
-0.455616,0.715133
1.60911,1.12862
1.54569,1.22724
2.31271,0.628735
0.664891,0.552217
2.59799,0.552402
1.51059,0.128068
1.51059,0.128068
1.48707,0.159506
1.40621,0.0942572
1.40621,0.0942572
1.39251,0.103083
1.39251,0.103083
1.40615,0.0942185
1.37464,0.119007
1.32961,0.124354
1.32961,0.124354
1.32961,0.124354
1.38619,0.144262
2.18047,1.02972
0.438149,0.643723
1.40145,0.326621
1.79459,1.17433
0.588674,0.631258
2.2752,1.34901
1.48347,0.324717
1.12585,0.558622
-0.0466519,1.40861
1.32357,0.279329
1.57119,0.372473
1.43904,0.433905
1.97494,1.45858
0.54856,1.0667
1.38541,0.211233
1.44643,0.256694
1.41993,0.149907
1.4506,0.131326
1.49493,0.114384
1.44636,0.102803
1.44636,0.102803
1.15179,0.276157
1.33645,0.194047
2.70318,1.1704
1.4874,0.943951
-0.658376,1.02979
1.72961,0.625421
0.623297,1.26933
-2.2295,2.39146
0.989227,0.926328
1.22933,0.727997
1.84588,0.783966
3.85718,1.83081
-0.538389,1.60754
2.26537,1.19055
2.2452,1.40081
2.08169,0.864535
0.819229,1.24822
1.771,0.32762
1.07093,1.05502
1.58333,0.728626
-0.23527,0.707235
1.39098,0.27631
1.59519,0.371363
1.37085,0.19219
0.63789,1.46622
2.00378,0.780288
1.84584,1.11814
1.50256,0.972243
1.26192,0.322419
1.75434,0.493848
1.25603,0.191592
2.62083,0.854195
0.568679,0.434395
0.686055,0.399372
0.227575,1.06442
1.44294,0.157024
2.13885,0.39555
1.32349,0.181557
0.492923,1.36853
0.400977,1.31085
1.10258,0.405281
1.44562,0.891631
1.07057,0.655199
-0.287235,0.735471
0.645511,1.29246
2.18199,1.28609
-0.165943,1.16194
0.116826,0.890362
1.15334,0.268153
0.987148,0.53615
1.61192,0.510917
1.8271,0.563525
0.852372,0.564779
0.980584,0.544777
0.792339,1.07
1.33649,0.580172
-0.113923,0.540431
-1.39379,1.46813
2.34295,1.52592
2.10424,1.11185
1.23093,0.973733
-0.0424874,2.83978
1.61005,0.325529
1.12488,0.324612
3.42786,1.29645
1.32913,0.464564
0.601209,0.264628
2.35117,1.22814
2.6581,0.728366
-2.09705,1.40543
1.57861,0.334294
2.40775,0.991872
0.643934,0.677321
0.117756,2.24432
1.11733,0.498235
2.1942,1.2645
1.62441,0.289326
2.70283,0.96888
1.17934,1.98738
1.39066,0.401507
1.56001,0.248503
2.17882,0.309762
0.616774,0.771555
1.85193,1.48644
0.000760455,1.28836
-0.683051,1.57681
2.28006,0.544181
1.27693,0.456695
1.53117,0.417336
1.97754,0.51436
0.512891,0.424841
0.672182,0.987508
1.8009,0.540302
0.802606,0.610757
3.97059,1.29573
1.65842,0.573404
1.52985,0.434723
1.21072,0.141042
1.60712,1.61302
0.36736,1.79563
0.654476,1.70917
0.904042,0.416216
1.0639,0.848331
1.28675,0.839077
1.76303,0.405522
1.26496,1.88904
-3.60018,2.0639
1.84109,0.68497
1.98042,0.302712
3.92064,1.72865
1.14737,0.313712
0.870213,1.15487
4.84735,1.62412
2.12127,0.528015
1.50657,0.198048
-0.132896,1.13556
1.06115,1.52085
2.71998,1.78431
0.877337,0.483656
0.538296,1.14103
0.520084,0.943152
1.2621,0.587534
0.743068,0.960754
0.880088,0.333044
-0.132864,1.48861
2.33681,0.326504
1.38142,0.473228
1.46065,0.0960653
1.46065,0.0960653
1.4133,0.105671
1.4133,0.105671
1.41199,0.074583
1.41199,0.074583
1.41199,0.074583
1.41199,0.074583
1.93385,0.810871
2.28746,1.06505
-1.15279,1.18762
1.37586,0.599131
0.771479,0.656986
3.2502,0.706694
1.30422,0.89868
1.52504,0.677832
1.24051,0.31581
1.28575,1.8137
3.51491,1.08115
1.22192,0.220634
1.19674,0.245269
1.43239,0.574496
3.96525,1.76599
1.54323,0.222876
1.0883,0.190946
1.48281,0.34384
0.892658,0.766156
1.28308,0.32968
0.728797,1.19878
1.55172,0.855909
1.47432,0.755318
0.981213,0.774575
0.282267,1.36712
1.13012,0.512173
1.75458,0.445431
-0.96111,2.25006
1.13524,0.931773
1.61712,0.240822
1.39012,0.149105
1.36476,0.0873337
1.36476,0.0873337
1.34833,0.102635
1.34833,0.102635
1.5949,0.23248
1.39134,0.543628
1.27615,0.71225
1.4348,0.915037
2.33104,0.878465
2.83177,1.89926
2.14075,1.56938
2.04688,1.31629
0.636544,0.67629
1.72567,0.540702
1.07448,0.584721
-0.16425,1.80964
1.18851,0.491025
1.25798,0.178207
1.55192,0.251465
1.52497,0.265489
1.44882,0.360322
1.56029,0.34653
0.538868,0.918768
1.25776,0.147329
1.71051,0.317422
2.15979,1.59862
1.24547,0.246026
1.00698,1.07538
0.285274,1.1501
1.72516,2.09476
2.18076,0.505407
2.74186,1.35426
0.553572,1.4474
0.342998,1.01543
1.38993,0.173689
1.95835,1.35736
0.0773092,1.45038
1.46926,0.287816
1.3011,1.04034
2.11678,1.13137
2.64408,1.25768
5.52373,2.23228
-0.00721617,1.1894
1.32712,0.652875
2.52853,0.754724
1.41987,0.259533
0.990114,1.20303
0.442111,0.78877
1.202,0.735097
1.87374,0.322346
1.74223,0.810358
1.13822,0.487104
0.129,0.963353
1.87838,0.71675
1.45894,1.30701
0.557171,0.940028
0.096751,0.79287
1.70109,0.277216
1.32364,0.169097
1.369,0.145243
1.40512,0.119859
1.88573,0.238529
2.80497,1.19151
2.52808,0.422256
1.24344,0.321067
1.6863,1.79402
-1.72173,2.04083
1.15125,0.2957
1.35697,0.101765
1.34024,0.170087
2.02204,2.00939
4.82073,3.07966
2.80998,1.17012
1.3616,0.262817
1.03229,1.05581
2.46291,1.11815
-0.0698065,1.05852
1.12372,1.7483
0.374852,0.626947
1.87118,0.321749
1.69731,1.02611
1.35941,1.07792
1.98584,0.613793
1.34457,0.446935
-0.412373,1.7625
1.76493,0.733466
1.2777,0.249219
0.707223,1.53279
0.239001,1.73663
1.16504,2.13217
-0.353642,2.13346
1.5821,0.391118
1.0118,0.421515
1.79077,0.260356
1.17656,1.18957
2.15639,0.904
1.89673,0.74882
